41.48	30.64	111.57	0.03	3.82	-2.41	-2.02	9.27	4.26	9.91
32.20	32.19	118.23	0.03	4.61	3.58	3.51	8.91	3.26	7.33
42.95	42.54	3.14	0.45	4.15	0.96	-6.28	1.16	-1.29	3.86
45.08	40.68	3.66	0.04	6.59	1.50	-6.30	7.20	-1.97	11.16
51.71	41.63	29.10	0.02	11.84	-2.19	-1.51	8.21	4.38	8.52
46.12	50.30	47.69	0.12	3.34	-1.56	1.00	2.78	0.18	2.11
37.87	51.08	53.16	0.07	3.90	-2.75	4.21	1.36	1.41	6.86
36.58	40.59	71.53	0.02	7.22	-0.10	0.52	7.85	-1.55	12.73
39.88	41.09	77.04	0.31	2.91	2.60	4.56	1.60	1.76	1.82
42.48	50.94	99.44	0.06	3.80	-2.71	0.62	9.00	-1.96	5.72
43.84	44.08	115.26	0.42	2.46	0.66	-3.49	1.72	-3.05	2.93
35.69	46.62	128.89	0.37	1.94	-0.39	0.42	1.26	0.68	1.17
